epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
390,8168.81,0.71571,1.18185,0.4266,0.85567,0.89676,0.87561,0.9349,0.72775,0.88562,0.86084,0.91877,0.60778,0.70577,1.13722,0.37204,0.87219,0.00403723,0.00403723,0.00403723
391,8189.95,0.71229,1.18809,0.42025,0.85487,0.89736,0.87299,0.93266,0.72746,0.88839,0.86474,0.92081,0.6133,0.70192,1.14388,0.36886,0.87104,0.00403475,0.00403475,0.00403475
392,8210.64,0.71632,1.20096,0.4208,0.85526,0.89342,0.87412,0.93186,0.72737,0.8863,0.86301,0.91945,0.61562,0.70647,1.16462,0.37412,0.87073,0.00403228,0.00403228,0.00403228
393,8230.57,0.72537,1.21428,0.42995,0.86213,0.88587,0.87837,0.93183,0.726,0.88042,0.86342,0.91943,0.61623,0.70651,1.15598,0.37633,0.87121,0.0040298,0.0040298,0.0040298
394,8251.52,0.71356,1.19921,0.42234,0.85463,0.8944,0.87188,0.93118,0.72313,0.88449,0.86032,0.91946,0.61176,0.70925,1.14457,0.37631,0.87421,0.00402733,0.00402733,0.00402733
395,8272.42,0.72872,1.23954,0.43248,0.85585,0.88185,0.88311,0.93266,0.7254,0.88181,0.86386,0.91965,0.61215,0.70799,1.1458,0.37522,0.87383,0.00402485,0.00402485,0.00402485
396,8294,0.72079,1.20286,0.42124,0.85413,0.88328,0.88467,0.93356,0.72622,0.87446,0.87313,0.91991,0.6162,0.70731,1.14491,0.37561,0.87249,0.00402237,0.00402237,0.00402237
397,8315.57,0.71415,1.18507,0.42213,0.85272,0.88809,0.89021,0.93595,0.73018,0.88216,0.87432,0.92304,0.61534,0.70376,1.13559,0.37278,0.87195,0.0040199,0.0040199,0.0040199
398,8336.21,0.72164,1.20266,0.42621,0.85525,0.88907,0.8866,0.93443,0.73079,0.87889,0.87296,0.92064,0.61374,0.7,1.13705,0.37174,0.87138,0.00401742,0.00401742,0.00401742
399,8357.19,0.72938,1.24604,0.43069,0.85937,0.88762,0.88537,0.93447,0.72921,0.882,0.87291,0.92103,0.61255,0.70265,1.13177,0.37322,0.87185,0.00401495,0.00401495,0.00401495
400,8377.7,0.7202,1.21486,0.42703,0.85594,0.89294,0.88181,0.93517,0.73051,0.88349,0.86829,0.92297,0.61719,0.70372,1.13376,0.37052,0.87151,0.00401247,0.00401247,0.00401247
401,8398.33,0.71376,1.19317,0.42275,0.85508,0.894,0.87837,0.93553,0.72886,0.88756,0.86661,0.9222,0.61834,0.70825,1.14744,0.3709,0.87366,0.00401,0.00401,0.00401
402,8419.2,0.71007,1.19312,0.42187,0.85412,0.87915,0.88791,0.93439,0.72559,0.86877,0.87418,0.92034,0.61279,0.71565,1.14821,0.37427,0.87552,0.00400753,0.00400753,0.00400753
403,8439.66,0.71604,1.19804,0.42155,0.85579,0.88341,0.88683,0.93535,0.72679,0.8763,0.87127,0.9187,0.61211,0.7119,1.14637,0.37372,0.87341,0.00400505,0.00400505,0.00400505
404,8459.93,0.71966,1.22096,0.42365,0.85455,0.8874,0.87773,0.93399,0.72849,0.87978,0.86484,0.91922,0.61385,0.70664,1.15517,0.37534,0.87161,0.00400257,0.00400257,0.00400257
405,8480.29,0.71997,1.20339,0.425,0.85646,0.88583,0.87875,0.93386,0.72519,0.88364,0.86062,0.91984,0.60826,0.71602,1.15417,0.37783,0.87667,0.0040001,0.0040001,0.0040001
406,8500.7,0.71961,1.21628,0.42509,0.85724,0.885,0.88098,0.93175,0.72624,0.88154,0.86629,0.91946,0.61339,0.70676,1.14873,0.37418,0.87438,0.00399763,0.00399763,0.00399763
407,8521.56,0.71234,1.20359,0.4227,0.85804,0.88956,0.87643,0.93373,0.72731,0.88571,0.86638,0.92319,0.6164,0.70775,1.14365,0.3758,0.87273,0.00399515,0.00399515,0.00399515
408,8542.25,0.72124,1.20826,0.4248,0.8549,0.87547,0.88955,0.93282,0.72513,0.86922,0.87368,0.91866,0.6189,0.70955,1.15539,0.37767,0.87346,0.00399268,0.00399268,0.00399268
409,8562.48,0.70493,1.17598,0.41967,0.8554,0.88121,0.88289,0.9337,0.72768,0.87943,0.86677,0.91945,0.61372,0.70978,1.15202,0.37269,0.87379,0.0039902,0.0039902,0.0039902
410,8582.66,0.7214,1.21132,0.42629,0.85859,0.86475,0.90071,0.93406,0.7304,0.85886,0.88217,0.92028,0.61072,0.70554,1.15261,0.37213,0.87229,0.00398773,0.00398773,0.00398773
411,8603.34,0.70881,1.1841,0.42128,0.85251,0.88534,0.87693,0.93373,0.72819,0.87264,0.85866,0.91426,0.61167,0.70765,1.15513,0.3742,0.87383,0.00398525,0.00398525,0.00398525
412,8624.08,0.71514,1.19013,0.42299,0.8559,0.8721,0.89158,0.93271,0.72632,0.87575,0.86118,0.91762,0.61309,0.7154,1.15868,0.37733,0.87803,0.00398278,0.00398278,0.00398278
413,8644.99,0.71822,1.19946,0.42229,0.85326,0.88253,0.87473,0.93192,0.72317,0.8809,0.85689,0.91676,0.60732,0.72208,1.16679,0.38066,0.88017,0.0039803,0.0039803,0.0039803
414,8665.26,0.71563,1.1975,0.42091,0.85902,0.87953,0.88378,0.93154,0.72602,0.88276,0.8548,0.914,0.60743,0.70914,1.15568,0.37556,0.87542,0.00397782,0.00397782,0.00397782
415,8686.28,0.72107,1.21753,0.42713,0.85631,0.8867,0.88167,0.93218,0.72674,0.87633,0.86474,0.91667,0.60948,0.7022,1.15481,0.37348,0.87238,0.00397535,0.00397535,0.00397535
416,8707.37,0.72265,1.2252,0.42644,0.85847,0.88707,0.88485,0.93272,0.728,0.88316,0.85811,0.91563,0.60989,0.70428,1.15488,0.37437,0.87303,0.00397287,0.00397287,0.00397287
417,8727.57,0.71493,1.20083,0.4229,0.85577,0.88514,0.87871,0.93322,0.72258,0.88442,0.85415,0.91717,0.60335,0.72245,1.1627,0.38041,0.88017,0.0039704,0.0039704,0.0039704
418,8747.31,0.71011,1.19132,0.42138,0.85665,0.88082,0.8828,0.93353,0.72669,0.88041,0.86054,0.9174,0.61061,0.71074,1.15387,0.38043,0.87549,0.00396792,0.00396792,0.00396792
419,8767.55,0.71235,1.19962,0.42403,0.85617,0.88408,0.88417,0.93278,0.72703,0.87831,0.86483,0.91945,0.61401,0.70942,1.16042,0.37884,0.87476,0.00396545,0.00396545,0.00396545
420,8787.88,0.72005,1.21584,0.42507,0.85372,0.88457,0.87607,0.9336,0.7264,0.88217,0.85396,0.91575,0.60978,0.70858,1.14672,0.37699,0.87468,0.00396297,0.00396297,0.00396297
421,8808.72,0.72297,1.22346,0.42312,0.85521,0.875,0.88481,0.93366,0.72799,0.86039,0.86926,0.91584,0.60916,0.70744,1.14698,0.37299,0.87381,0.0039605,0.0039605,0.0039605
422,8829.87,0.72519,1.22088,0.42388,0.8539,0.88835,0.87628,0.93524,0.72856,0.87604,0.86043,0.91811,0.61054,0.70705,1.14745,0.37044,0.87473,0.00395803,0.00395803,0.00395803
423,8850.17,0.71204,1.185,0.41961,0.85325,0.88897,0.87704,0.93535,0.73103,0.88943,0.85746,0.92157,0.6148,0.70116,1.1433,0.36878,0.87166,0.00395555,0.00395555,0.00395555
424,8870.69,0.71576,1.20216,0.42729,0.85404,0.88095,0.88379,0.93295,0.72793,0.88293,0.85812,0.91974,0.61672,0.70184,1.14437,0.37202,0.87077,0.00395307,0.00395307,0.00395307
425,8891.58,0.71146,1.18716,0.41939,0.85305,0.88733,0.87794,0.93311,0.72972,0.88167,0.86235,0.9206,0.61613,0.70194,1.14059,0.3725,0.8703,0.0039506,0.0039506,0.0039506
426,8911.53,0.70449,1.17529,0.41829,0.85192,0.87987,0.88735,0.93523,0.73314,0.87183,0.87296,0.92068,0.61739,0.70036,1.136,0.36973,0.87013,0.00394813,0.00394813,0.00394813
427,8932.56,0.7074,1.18314,0.42039,0.85302,0.8957,0.87365,0.93427,0.7326,0.88638,0.8651,0.92387,0.6172,0.6967,1.13427,0.37014,0.86964,0.00394565,0.00394565,0.00394565
428,8953.35,0.71249,1.19145,0.42047,0.85549,0.88677,0.88301,0.93432,0.73238,0.87945,0.87003,0.92177,0.62029,0.69615,1.12817,0.37079,0.86914,0.00394318,0.00394318,0.00394318
429,8974.49,0.71248,1.17755,0.41848,0.85439,0.89346,0.87978,0.93349,0.73057,0.88436,0.86858,0.92147,0.62015,0.69584,1.13597,0.37174,0.86939,0.0039407,0.0039407,0.0039407
430,8994.92,0.72177,1.22065,0.42467,0.85739,0.89744,0.873,0.93517,0.72817,0.88713,0.85882,0.92006,0.61707,0.70463,1.1466,0.37353,0.87151,0.00393823,0.00393823,0.00393823
431,9015.14,0.7092,1.18325,0.41848,0.85264,0.89586,0.87802,0.93601,0.73047,0.88715,0.86338,0.92302,0.61708,0.70586,1.15119,0.37247,0.87341,0.00393575,0.00393575,0.00393575
432,9035.33,0.71017,1.18698,0.41814,0.85512,0.88634,0.88022,0.93362,0.7304,0.87918,0.86458,0.9196,0.61545,0.7036,1.143,0.37138,0.87219,0.00393327,0.00393327,0.00393327
433,9055.34,0.70061,1.16963,0.41647,0.85363,0.88753,0.87953,0.93524,0.73205,0.88391,0.86365,0.921,0.61767,0.70112,1.12808,0.3709,0.87018,0.0039308,0.0039308,0.0039308
434,9075.63,0.71661,1.2047,0.42128,0.85665,0.88333,0.89105,0.93542,0.73083,0.87284,0.87504,0.92176,0.61468,0.70427,1.12723,0.37156,0.87153,0.00392832,0.00392832,0.00392832
435,9095.78,0.72116,1.21676,0.42702,0.85689,0.88634,0.87932,0.93511,0.72983,0.87932,0.86509,0.92301,0.61436,0.70236,1.13633,0.36875,0.87101,0.00392585,0.00392585,0.00392585
436,9115.57,0.71897,1.19512,0.42056,0.85486,0.88598,0.89216,0.93654,0.73019,0.87899,0.86948,0.91866,0.61654,0.69994,1.13524,0.36815,0.87106,0.00392337,0.00392337,0.00392337
437,9135.98,0.71176,1.18689,0.41759,0.85464,0.8903,0.89048,0.9373,0.73213,0.88099,0.87171,0.92192,0.61545,0.69784,1.12956,0.36802,0.87128,0.0039209,0.0039209,0.0039209
438,9155.92,0.7102,1.1854,0.422,0.85462,0.88718,0.88408,0.93762,0.73141,0.87682,0.87119,0.92269,0.61886,0.69881,1.14187,0.36734,0.87073,0.00391842,0.00391842,0.00391842
439,9175.71,0.70529,1.18422,0.41924,0.85408,0.88644,0.88049,0.9344,0.72991,0.8823,0.85775,0.91932,0.6162,0.69948,1.15041,0.36918,0.8699,0.00391595,0.00391595,0.00391595
440,9196.07,0.70657,1.1914,0.41459,0.855,0.89847,0.87974,0.93708,0.73259,0.88838,0.86542,0.92268,0.61782,0.69426,1.13087,0.36697,0.8693,0.00391347,0.00391347,0.00391347
441,9216.62,0.71879,1.20637,0.4238,0.8579,0.89092,0.88674,0.937,0.73335,0.87953,0.87471,0.92409,0.6189,0.69587,1.12811,0.36725,0.86968,0.003911,0.003911,0.003911
442,9238.09,0.71022,1.18945,0.41728,0.85276,0.89296,0.88773,0.93634,0.73013,0.88353,0.87222,0.9239,0.62185,0.70084,1.13171,0.36911,0.87129,0.00390853,0.00390853,0.00390853
443,9258.44,0.71124,1.18374,0.42111,0.85592,0.88759,0.89018,0.93497,0.73169,0.88738,0.87198,0.92463,0.61948,0.70197,1.13328,0.36808,0.87278,0.00390605,0.00390605,0.00390605
444,9279.27,0.71345,1.18726,0.41782,0.85572,0.89249,0.8867,0.93601,0.73187,0.88316,0.87422,0.92361,0.61872,0.70358,1.13523,0.36829,0.87132,0.00390357,0.00390357,0.00390357
445,9300.09,0.71691,1.19524,0.42684,0.85241,0.88949,0.88233,0.93687,0.73222,0.88178,0.86403,0.91947,0.61468,0.70342,1.13687,0.36921,0.87152,0.0039011,0.0039011,0.0039011
446,9320.54,0.70308,1.17026,0.41478,0.8562,0.89278,0.87677,0.93563,0.73226,0.88244,0.86209,0.9176,0.61552,0.7019,1.14249,0.37024,0.87242,0.00389863,0.00389863,0.00389863
447,9340.59,0.72084,1.21059,0.42207,0.85627,0.89045,0.87796,0.93515,0.72851,0.87726,0.86448,0.91817,0.61594,0.70781,1.14355,0.37118,0.87405,0.00389615,0.00389615,0.00389615
448,9361.24,0.71704,1.19943,0.421,0.85466,0.87874,0.89079,0.93378,0.72739,0.87205,0.87524,0.92027,0.61496,0.71035,1.14203,0.37117,0.87457,0.00389367,0.00389367,0.00389367
449,9381.64,0.71074,1.19159,0.42202,0.85066,0.88601,0.88282,0.93157,0.7268,0.87854,0.86433,0.9181,0.61825,0.70734,1.15242,0.37127,0.87388,0.0038912,0.0038912,0.0038912
450,9401.34,0.71121,1.17078,0.41878,0.8514,0.88301,0.88259,0.93258,0.72677,0.87389,0.86415,0.91633,0.61593,0.71491,1.16449,0.37362,0.87548,0.00388872,0.00388872,0.00388872
451,9421.22,0.70102,1.16515,0.41556,0.85454,0.88717,0.88202,0.93389,0.72785,0.87694,0.86479,0.91799,0.61585,0.71416,1.15155,0.37552,0.87674,0.00388625,0.00388625,0.00388625
452,9440.99,0.70534,1.16682,0.41451,0.85366,0.88598,0.88766,0.9371,0.72802,0.87382,0.86892,0.92032,0.61332,0.71901,1.14401,0.37506,0.87933,0.00388377,0.00388377,0.00388377
453,9461.68,0.70512,1.17651,0.41814,0.85312,0.88271,0.88815,0.93639,0.72871,0.87118,0.87197,0.91909,0.61379,0.70982,1.14834,0.37321,0.87566,0.0038813,0.0038813,0.0038813
454,9481.85,0.71044,1.18818,0.41927,0.85398,0.88673,0.88576,0.93469,0.7293,0.88182,0.86617,0.91802,0.61331,0.70332,1.14179,0.37072,0.87206,0.00387882,0.00387882,0.00387882
455,9501.91,0.71651,1.19704,0.42008,0.85803,0.89511,0.87586,0.93223,0.72901,0.89243,0.85784,0.91781,0.61237,0.70017,1.14172,0.37126,0.87098,0.00387635,0.00387635,0.00387635
456,9522.19,0.70878,1.16808,0.41273,0.85339,0.88625,0.88035,0.9345,0.72982,0.88856,0.86069,0.91965,0.61341,0.69854,1.1374,0.3708,0.87141,0.00387388,0.00387388,0.00387388
457,9542.58,0.70771,1.19213,0.41779,0.85467,0.88508,0.88664,0.93443,0.72972,0.88749,0.86251,0.91796,0.60916,0.70396,1.14249,0.37119,0.87422,0.0038714,0.0038714,0.0038714
458,9563.42,0.70962,1.18854,0.41882,0.85647,0.89249,0.88275,0.93406,0.73125,0.88292,0.86544,0.91912,0.61396,0.69874,1.13362,0.36923,0.87217,0.00386892,0.00386892,0.00386892
459,9583.55,0.70181,1.16735,0.41469,0.8553,0.89312,0.88357,0.93447,0.72933,0.88623,0.86227,0.91863,0.61761,0.7033,1.13541,0.36878,0.8721,0.00386645,0.00386645,0.00386645
460,9604.34,0.7083,1.19029,0.41723,0.85195,0.89654,0.87671,0.93392,0.72767,0.88584,0.86468,0.91935,0.61691,0.70635,1.14325,0.37127,0.87301,0.00386397,0.00386397,0.00386397
461,9625.37,0.71097,1.18608,0.41785,0.85396,0.88863,0.88154,0.93337,0.72799,0.87922,0.86711,0.9195,0.61638,0.70308,1.1379,0.3698,0.87221,0.0038615,0.0038615,0.0038615
462,9647.01,0.71607,1.19326,0.41867,0.85256,0.90097,0.87899,0.93564,0.73173,0.89002,0.86518,0.92058,0.61571,0.69783,1.13141,0.36714,0.87117,0.00385902,0.00385902,0.00385902
463,9667.62,0.70389,1.16757,0.42002,0.8521,0.90523,0.87128,0.93552,0.73247,0.89271,0.85743,0.92097,0.61167,0.69782,1.13059,0.36892,0.87121,0.00385655,0.00385655,0.00385655
464,9688.43,0.70027,1.16994,0.41364,0.85486,0.88207,0.88826,0.93492,0.7312,0.87386,0.86735,0.91868,0.61173,0.70233,1.13978,0.37051,0.87387,0.00385407,0.00385407,0.00385407
465,9708.74,0.70592,1.17865,0.41921,0.85598,0.89501,0.87818,0.93577,0.7321,0.89233,0.85942,0.91931,0.61252,0.69987,1.13288,0.36744,0.87268,0.0038516,0.0038516,0.0038516
466,9729.96,0.70874,1.18146,0.41816,0.85431,0.88619,0.88477,0.93428,0.73069,0.88292,0.86264,0.91903,0.61026,0.70585,1.13737,0.36868,0.87373,0.00384913,0.00384913,0.00384913
467,9749.8,0.71768,1.1993,0.42351,0.85573,0.88695,0.88756,0.93394,0.73039,0.87966,0.87167,0.92058,0.61377,0.70434,1.13668,0.36903,0.87151,0.00384665,0.00384665,0.00384665
468,9770.23,0.71986,1.21809,0.42352,0.85484,0.8833,0.88609,0.93306,0.72871,0.88688,0.86024,0.92079,0.61576,0.70258,1.13426,0.36878,0.87024,0.00384417,0.00384417,0.00384417
469,9790.15,0.71178,1.18751,0.41742,0.85566,0.88613,0.88683,0.93499,0.73173,0.87234,0.87021,0.91838,0.61597,0.70141,1.13537,0.36688,0.87108,0.0038417,0.0038417,0.0038417
470,9810.98,0.70981,1.18868,0.41682,0.85246,0.88916,0.88234,0.93514,0.73154,0.88152,0.86746,0.92073,0.61846,0.70088,1.13245,0.3662,0.87048,0.00383923,0.00383923,0.00383923
471,9831.05,0.70016,1.16551,0.41289,0.85386,0.89223,0.87944,0.93566,0.73048,0.87992,0.8645,0.92,0.61583,0.69932,1.13317,0.36744,0.87016,0.00383675,0.00383675,0.00383675
472,9851.13,0.70621,1.1718,0.41625,0.85458,0.89357,0.87614,0.9351,0.73021,0.88051,0.86437,0.92227,0.61567,0.70405,1.1371,0.36885,0.87105,0.00383427,0.00383427,0.00383427
473,9871.76,0.70921,1.17719,0.41568,0.85237,0.89796,0.87227,0.93424,0.72867,0.8917,0.85798,0.92275,0.61484,0.70556,1.13305,0.36978,0.87213,0.0038318,0.0038318,0.0038318
474,9893.45,0.70509,1.16457,0.41619,0.85256,0.89285,0.88073,0.9353,0.73222,0.88369,0.86501,0.92075,0.61462,0.7005,1.12469,0.36757,0.87169,0.00382933,0.00382933,0.00382933
475,9913.79,0.72796,1.23236,0.42655,0.85645,0.89471,0.87746,0.93552,0.73329,0.88524,0.86316,0.92039,0.61872,0.70025,1.1269,0.36724,0.87157,0.00382685,0.00382685,0.00382685
476,9933.76,0.70416,1.15751,0.41464,0.85455,0.89298,0.88288,0.93572,0.73194,0.8845,0.86811,0.92137,0.62154,0.70299,1.13363,0.36531,0.87345,0.00382438,0.00382438,0.00382438
477,9954.66,0.70004,1.16976,0.41233,0.85482,0.88328,0.88449,0.935,0.72966,0.87355,0.87474,0.9221,0.61435,0.70892,1.13913,0.36877,0.87579,0.0038219,0.0038219,0.0038219
478,9974.29,0.71165,1.17489,0.41476,0.85263,0.87961,0.89288,0.93488,0.72901,0.87658,0.8664,0.91987,0.61235,0.70642,1.13631,0.36828,0.87335,0.00381943,0.00381943,0.00381943
479,9994.99,0.71615,1.2038,0.41902,0.85628,0.88277,0.88379,0.93455,0.72894,0.87725,0.86471,0.91912,0.6124,0.7034,1.1385,0.36688,0.8722,0.00381695,0.00381695,0.00381695
480,10016.1,0.69864,1.16014,0.41606,0.85103,0.8933,0.8846,0.9352,0.73159,0.88267,0.87149,0.92027,0.6162,0.70015,1.13331,0.36772,0.87095,0.00381447,0.00381447,0.00381447
481,10036.9,0.70137,1.16913,0.4132,0.85231,0.89552,0.88216,0.93545,0.73178,0.88463,0.86931,0.91901,0.61718,0.70224,1.13387,0.36602,0.87117,0.003812,0.003812,0.003812
482,10056.8,0.70688,1.18094,0.41698,0.85659,0.88575,0.88314,0.93468,0.73264,0.88216,0.86026,0.91708,0.61544,0.70078,1.13712,0.36728,0.87214,0.00380953,0.00380953,0.00380953
483,10077.2,0.70176,1.16264,0.41241,0.85595,0.88261,0.88689,0.93488,0.7311,0.87667,0.86748,0.919,0.61734,0.70091,1.13454,0.36697,0.87202,0.00380705,0.00380705,0.00380705
484,10097.5,0.70593,1.17943,0.41624,0.85513,0.8962,0.87807,0.9357,0.73296,0.89732,0.85767,0.92264,0.62109,0.70089,1.12805,0.36617,0.87027,0.00380458,0.00380458,0.00380458
485,10118.4,0.70022,1.16314,0.41212,0.85202,0.89495,0.87614,0.93545,0.73096,0.88872,0.8602,0.92068,0.6183,0.69979,1.12724,0.36648,0.86962,0.0038021,0.0038021,0.0038021
486,10138.4,0.70231,1.16041,0.41458,0.85197,0.88647,0.88433,0.93419,0.73082,0.88475,0.85986,0.91978,0.6155,0.70083,1.12739,0.36601,0.87033,0.00379963,0.00379963,0.00379963
487,10158.9,0.69196,1.14936,0.40963,0.85006,0.8897,0.8883,0.9373,0.73313,0.87847,0.86844,0.91923,0.61271,0.7021,1.13227,0.36649,0.87058,0.00379715,0.00379715,0.00379715
488,10179.5,0.70396,1.16281,0.41214,0.85088,0.88788,0.88329,0.93516,0.73276,0.87567,0.87072,0.91835,0.61426,0.70226,1.13974,0.36646,0.87139,0.00379467,0.00379467,0.00379467
489,10200.3,0.71161,1.20268,0.41746,0.8537,0.88349,0.88782,0.93482,0.73149,0.87,0.8754,0.91756,0.61458,0.70423,1.13918,0.36753,0.87202,0.0037922,0.0037922,0.0037922
490,10220.7,0.71594,1.19729,0.41738,0.85486,0.89774,0.87213,0.93419,0.73175,0.88616,0.85375,0.91526,0.61518,0.7018,1.13349,0.36671,0.87058,0.00378973,0.00378973,0.00378973
491,10241.2,0.71688,1.19559,0.41801,0.85228,0.88885,0.87571,0.93478,0.73246,0.87768,0.85801,0.91529,0.61128,0.70131,1.13378,0.36588,0.87098,0.00378725,0.00378725,0.00378725
492,10262.2,0.70105,1.1628,0.4098,0.85138,0.88128,0.89053,0.93499,0.7327,0.87245,0.86587,0.91669,0.61652,0.70105,1.13228,0.36649,0.87039,0.00378477,0.00378477,0.00378477
493,10282.9,0.70325,1.16918,0.41093,0.85307,0.88744,0.88257,0.935,0.73285,0.88017,0.86199,0.9163,0.61476,0.70228,1.13812,0.36725,0.87094,0.0037823,0.0037823,0.0037823
494,10303,0.69412,1.15146,0.40549,0.85486,0.87828,0.88962,0.93551,0.73056,0.86593,0.87424,0.91794,0.61334,0.7011,1.13944,0.36815,0.8708,0.00377983,0.00377983,0.00377983
495,10323.2,0.70012,1.1559,0.42123,0.854,0.88862,0.87897,0.93432,0.73135,0.87532,0.86759,0.91685,0.61399,0.70156,1.13971,0.36892,0.87132,0.00377735,0.00377735,0.00377735
496,10344.4,0.70688,1.16695,0.41364,0.85015,0.88888,0.87704,0.93217,0.72991,0.87955,0.86403,0.91692,0.61836,0.7011,1.14339,0.36995,0.87072,0.00377488,0.00377488,0.00377488
497,10364.6,0.70547,1.17541,0.41309,0.85309,0.88766,0.877,0.93366,0.7311,0.87944,0.86046,0.91623,0.6138,0.7014,1.13673,0.36939,0.87124,0.0037724,0.0037724,0.0037724
498,10384.4,0.70195,1.17387,0.41019,0.85328,0.8858,0.8804,0.93385,0.73045,0.88382,0.86314,0.91904,0.61177,0.7019,1.13533,0.36805,0.87162,0.00376993,0.00376993,0.00376993
499,10405.4,0.70067,1.15331,0.41115,0.85151,0.88949,0.87831,0.93522,0.73236,0.88168,0.86376,0.9185,0.61393,0.70288,1.13048,0.36683,0.87153,0.00376745,0.00376745,0.00376745
500,10426.3,0.69653,1.14954,0.41279,0.85176,0.8887,0.88236,0.93581,0.73304,0.88343,0.86432,0.92046,0.61165,0.70462,1.13241,0.36905,0.87225,0.00376497,0.00376497,0.00376497
501,10446.9,0.70533,1.17296,0.4109,0.85101,0.89765,0.87628,0.93674,0.73221,0.88913,0.86346,0.92261,0.60939,0.70396,1.13063,0.36779,0.87205,0.0037625,0.0037625,0.0037625
502,10467.1,0.70769,1.18109,0.41343,0.85295,0.89643,0.8761,0.93718,0.73446,0.88837,0.86016,0.92304,0.61114,0.69898,1.12745,0.36494,0.87061,0.00376003,0.00376003,0.00376003
503,10486.9,0.68549,1.13666,0.40356,0.85389,0.88635,0.88671,0.93713,0.73517,0.88312,0.86401,0.92129,0.61445,0.69766,1.1251,0.36362,0.86978,0.00375755,0.00375755,0.00375755
504,10507,0.70008,1.16973,0.41557,0.8508,0.88819,0.88065,0.93563,0.73304,0.87787,0.86823,0.92124,0.61538,0.69815,1.12992,0.36386,0.87016,0.00375508,0.00375508,0.00375508
505,10526.9,0.69728,1.16264,0.41184,0.85209,0.88289,0.8889,0.93691,0.73247,0.88004,0.86555,0.92063,0.6153,0.69682,1.1293,0.36579,0.86993,0.0037526,0.0037526,0.0037526
506,10546.3,0.70269,1.17246,0.41117,0.85501,0.8835,0.88724,0.9361,0.73305,0.87751,0.86982,0.92143,0.61301,0.69576,1.13352,0.36463,0.87019,0.00375013,0.00375013,0.00375013
507,10566.5,0.70235,1.17203,0.41255,0.85393,0.88569,0.88339,0.93448,0.73235,0.8823,0.86354,0.92016,0.61189,0.69605,1.13647,0.36718,0.87143,0.00374765,0.00374765,0.00374765
508,10586.3,0.71073,1.18528,0.41473,0.85149,0.89069,0.89195,0.93757,0.73486,0.8866,0.87055,0.92251,0.61715,0.69454,1.13179,0.36658,0.87051,0.00374517,0.00374517,0.00374517
509,10606.5,0.69709,1.15464,0.4083,0.85238,0.8967,0.88585,0.93783,0.73369,0.89639,0.86454,0.92391,0.61764,0.69866,1.13505,0.36578,0.87215,0.0037427,0.0037427,0.0037427
510,10626.6,0.69924,1.16734,0.40973,0.85315,0.89339,0.87686,0.93463,0.73222,0.88983,0.86119,0.92143,0.61519,0.70381,1.14103,0.36779,0.87413,0.00374023,0.00374023,0.00374023
511,10646.8,0.6935,1.14203,0.40716,0.84992,0.8897,0.8755,0.93418,0.72974,0.89062,0.85775,0.9211,0.61183,0.7059,1.13949,0.3699,0.87437,0.00373775,0.00373775,0.00373775
512,10666.8,0.7028,1.16798,0.41468,0.85081,0.89607,0.87406,0.93399,0.73148,0.88314,0.86118,0.91827,0.61384,0.69916,1.13345,0.36767,0.87107,0.00373527,0.00373527,0.00373527
513,10686.6,0.69254,1.1352,0.40542,0.85032,0.88102,0.88233,0.93307,0.73046,0.87424,0.86721,0.91846,0.61524,0.6977,1.13313,0.36637,0.86944,0.0037328,0.0037328,0.0037328
514,10707,0.71137,1.18912,0.4142,0.85167,0.88296,0.88102,0.93282,0.73048,0.87668,0.85999,0.91815,0.61434,0.70086,1.13828,0.36542,0.87101,0.00373033,0.00373033,0.00373033
515,10727.7,0.68746,1.12922,0.40368,0.85127,0.8916,0.87069,0.93219,0.73017,0.88215,0.85621,0.91758,0.61583,0.70171,1.14029,0.36654,0.87006,0.00372785,0.00372785,0.00372785
516,10749.6,0.70642,1.18544,0.41136,0.85393,0.89171,0.87399,0.93478,0.73282,0.89281,0.85235,0.92115,0.61694,0.69944,1.13294,0.36587,0.87046,0.00372537,0.00372537,0.00372537
517,10770.3,0.69735,1.15279,0.41439,0.85313,0.88565,0.88533,0.93601,0.73287,0.88763,0.85712,0.91938,0.61342,0.69966,1.13597,0.36576,0.8727,0.0037229,0.0037229,0.0037229
518,10790,0.69023,1.14248,0.40782,0.85077,0.87845,0.89326,0.9364,0.73365,0.88833,0.85872,0.92005,0.6153,0.69884,1.13392,0.36645,0.87097,0.00372042,0.00372042,0.00372042
519,10809.6,0.70118,1.16503,0.41068,0.85234,0.88274,0.88714,0.93585,0.73227,0.87482,0.87081,0.92223,0.61597,0.69943,1.13254,0.36646,0.87004,0.00371795,0.00371795,0.00371795
520,10829.7,0.69974,1.1482,0.41198,0.85219,0.88125,0.88868,0.93572,0.73343,0.86853,0.87515,0.92132,0.61743,0.69959,1.13696,0.36572,0.8704,0.00371547,0.00371547,0.00371547
521,10849.7,0.68335,1.12406,0.40405,0.85112,0.88334,0.88377,0.93548,0.73147,0.87367,0.86245,0.91899,0.61671,0.70226,1.14192,0.36786,0.8717,0.003713,0.003713,0.003713
