epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,2684.54,0.79894,1.3787,0.49194,0.87279,0.8723,0.87367,0.92505,0.70919,0.88523,0.84396,0.9118,0.60084,0.72723,1.16931,0.4181,0.87823,0.00468568,0.00468568,0.00468568
129,2704.76,0.77372,1.32524,0.48481,0.87013,0.86526,0.87989,0.92074,0.70475,0.85586,0.86335,0.90626,0.59631,0.73266,1.18484,0.42209,0.87943,0.0046832,0.0046832,0.0046832
130,2725.77,0.77997,1.32314,0.48179,0.87073,0.87529,0.87849,0.9288,0.71287,0.87006,0.86015,0.91302,0.60185,0.72613,1.17367,0.41131,0.88105,0.00468073,0.00468073,0.00468073
131,2746.73,0.77733,1.3113,0.48115,0.87229,0.87471,0.88092,0.92738,0.71286,0.87243,0.86046,0.91265,0.60217,0.7266,1.16704,0.41632,0.87795,0.00467825,0.00467825,0.00467825
132,2767.66,0.77921,1.33976,0.48217,0.86951,0.87535,0.87703,0.92615,0.71169,0.86686,0.86329,0.91237,0.59598,0.72194,1.17042,0.41588,0.87605,0.00467578,0.00467578,0.00467578
133,2788.29,0.77522,1.32417,0.4788,0.87139,0.8707,0.88413,0.92685,0.71018,0.86549,0.86695,0.91368,0.59836,0.72849,1.169,0.40692,0.87817,0.0046733,0.0046733,0.0046733
134,2810.52,0.77834,1.32755,0.48329,0.86554,0.87591,0.88051,0.9273,0.71163,0.87332,0.86006,0.91453,0.60595,0.73425,1.17627,0.41088,0.88051,0.00467082,0.00467082,0.00467082
135,2831.61,0.76966,1.30102,0.4808,0.8697,0.86732,0.88287,0.92618,0.71061,0.86443,0.86608,0.91178,0.60225,0.73348,1.17268,0.41773,0.88024,0.00466835,0.00466835,0.00466835
136,2852.37,0.7708,1.31667,0.48686,0.86891,0.86312,0.88447,0.92387,0.70406,0.85662,0.87218,0.91156,0.60022,0.74187,1.17617,0.4149,0.87899,0.00466587,0.00466587,0.00466587
137,2873.18,0.78699,1.35196,0.47927,0.87215,0.87515,0.87167,0.92127,0.70858,0.86525,0.85776,0.9065,0.60287,0.73015,1.19246,0.41084,0.88005,0.0046634,0.0046634,0.0046634
138,2894.09,0.78026,1.32853,0.48877,0.87012,0.87451,0.87693,0.92674,0.70828,0.87449,0.85732,0.91322,0.60688,0.73474,1.17066,0.41225,0.87868,0.00466093,0.00466093,0.00466093
139,2914.93,0.80034,1.37685,0.48565,0.87305,0.87486,0.87426,0.92345,0.70881,0.87067,0.8608,0.91201,0.60456,0.7406,1.16763,0.41032,0.88005,0.00465845,0.00465845,0.00465845
140,2935.16,0.77583,1.31442,0.4787,0.87007,0.85543,0.88813,0.92329,0.70613,0.85363,0.8629,0.90789,0.59931,0.74925,1.17242,0.41463,0.88104,0.00465597,0.00465597,0.00465597
141,2955.58,0.78443,1.35316,0.48124,0.87084,0.8609,0.88652,0.92398,0.70476,0.84973,0.87246,0.90722,0.59708,0.73927,1.19185,0.42356,0.87992,0.0046535,0.0046535,0.0046535
142,2976.35,0.77015,1.31042,0.47594,0.8702,0.86792,0.87928,0.92426,0.70431,0.85633,0.86548,0.90816,0.60101,0.75085,1.19352,0.41995,0.8809,0.00465102,0.00465102,0.00465102
143,2996.96,0.79267,1.34055,0.48411,0.86669,0.87886,0.87758,0.92819,0.71179,0.8748,0.86377,0.91561,0.61191,0.73625,1.16379,0.40418,0.87764,0.00464855,0.00464855,0.00464855
144,3017.57,0.78468,1.34803,0.4797,0.87188,0.87278,0.88483,0.92842,0.71215,0.86529,0.86626,0.91317,0.5992,0.72627,1.16617,0.40797,0.87825,0.00464608,0.00464608,0.00464608
145,3038.14,0.77148,1.32736,0.47392,0.87,0.86156,0.88374,0.92719,0.71024,0.85324,0.86747,0.91196,0.6022,0.72758,1.15744,0.40988,0.87673,0.0046436,0.0046436,0.0046436
146,3058.78,0.77606,1.3135,0.48404,0.87065,0.8553,0.88586,0.92005,0.70045,0.85111,0.87283,0.90905,0.60095,0.74955,1.1956,0.41552,0.8814,0.00464113,0.00464113,0.00464113
147,3078.87,0.7755,1.33381,0.47747,0.86802,0.85222,0.8893,0.91616,0.69604,0.84241,0.8769,0.902,0.59638,0.74931,1.21053,0.41966,0.88218,0.00463865,0.00463865,0.00463865
148,3099.44,0.77563,1.3366,0.47926,0.86921,0.88576,0.86679,0.92647,0.71227,0.87854,0.85031,0.91187,0.60011,0.73183,1.1706,0.41126,0.87852,0.00463618,0.00463618,0.00463618
149,3120.41,0.77532,1.32318,0.47289,0.86892,0.87466,0.88416,0.92706,0.71231,0.86404,0.86925,0.91298,0.60393,0.72637,1.16422,0.4106,0.87878,0.0046337,0.0046337,0.0046337
150,3141.74,0.78542,1.33788,0.47678,0.87379,0.86336,0.88601,0.92322,0.70344,0.86244,0.86615,0.90788,0.60947,0.74899,1.17927,0.41216,0.88141,0.00463123,0.00463123,0.00463123
151,3162.79,0.77275,1.32579,0.47352,0.8685,0.85982,0.87132,0.9136,0.69724,0.85377,0.84391,0.88999,0.59029,0.73816,1.22956,0.42321,0.88081,0.00462875,0.00462875,0.00462875
152,3183.89,0.78821,1.35571,0.4759,0.86789,0.87853,0.87573,0.92667,0.71471,0.87466,0.86005,0.91367,0.60397,0.72507,1.17629,0.408,0.87894,0.00462628,0.00462628,0.00462628
153,3204.1,0.78437,1.33669,0.4769,0.87035,0.8537,0.89503,0.9246,0.70548,0.84334,0.87937,0.91084,0.609,0.73474,1.17085,0.40517,0.879,0.0046238,0.0046238,0.0046238
154,3225.2,0.76939,1.31631,0.47331,0.86683,0.86186,0.88812,0.92555,0.7074,0.85844,0.86794,0.91232,0.60219,0.73281,1.18076,0.40605,0.87861,0.00462132,0.00462132,0.00462132
155,3246.57,0.77546,1.31042,0.47589,0.86911,0.86847,0.88098,0.9255,0.70852,0.87528,0.85061,0.91172,0.59821,0.73947,1.17093,0.40782,0.87837,0.00461885,0.00461885,0.00461885
156,3267.47,0.77236,1.31422,0.46883,0.86622,0.87416,0.88583,0.92792,0.71231,0.86442,0.86994,0.91261,0.60239,0.72246,1.1625,0.40364,0.87575,0.00461637,0.00461637,0.00461637
157,3288.24,0.77819,1.32798,0.47743,0.86824,0.86955,0.88528,0.92656,0.71355,0.86423,0.86262,0.90983,0.60084,0.72182,1.17452,0.41179,0.87727,0.0046139,0.0046139,0.0046139
158,3310.24,0.76183,1.2853,0.47164,0.86858,0.86331,0.88748,0.92467,0.70829,0.84982,0.8752,0.91012,0.60216,0.73122,1.16942,0.40563,0.87821,0.00461143,0.00461143,0.00461143
159,3331.12,0.77646,1.32111,0.47459,0.86854,0.86888,0.88524,0.92285,0.70702,0.85928,0.87046,0.90911,0.59957,0.7359,1.19349,0.40856,0.87768,0.00460895,0.00460895,0.00460895
160,3351.51,0.77731,1.33303,0.47132,0.87087,0.8644,0.88224,0.92523,0.70732,0.85685,0.87321,0.91745,0.61027,0.74033,1.17368,0.40812,0.87876,0.00460647,0.00460647,0.00460647
161,3372.11,0.7682,1.30879,0.47308,0.86893,0.85765,0.89061,0.92667,0.71052,0.84859,0.88015,0.91446,0.59948,0.73191,1.17223,0.40581,0.87883,0.004604,0.004604,0.004604
162,3393.25,0.77191,1.3193,0.46982,0.87116,0.87914,0.87536,0.92657,0.712,0.86901,0.85731,0.911,0.60057,0.72419,1.171,0.40407,0.87773,0.00460153,0.00460153,0.00460153
163,3414.18,0.7722,1.31438,0.47155,0.87115,0.86645,0.88499,0.92139,0.70501,0.8554,0.87322,0.90845,0.59853,0.73798,1.1969,0.42066,0.87983,0.00459905,0.00459905,0.00459905
164,3435.39,0.776,1.32001,0.47022,0.86702,0.86113,0.88738,0.92477,0.71,0.85758,0.86805,0.91131,0.60008,0.72862,1.16735,0.40577,0.87818,0.00459658,0.00459658,0.00459658
165,3456.34,0.77693,1.31303,0.47272,0.86919,0.87631,0.88201,0.92973,0.71326,0.87254,0.86425,0.91365,0.59637,0.72465,1.16073,0.40661,0.87719,0.0045941,0.0045941,0.0045941
166,3477.27,0.77026,1.30774,0.46603,0.86863,0.88245,0.87546,0.92995,0.7138,0.86981,0.86269,0.91267,0.60436,0.73322,1.16569,0.40537,0.87761,0.00459163,0.00459163,0.00459163
167,3498.08,0.78093,1.33922,0.47116,0.87187,0.87461,0.88485,0.93061,0.7159,0.86737,0.86372,0.91327,0.60013,0.72363,1.15237,0.40337,0.87688,0.00458915,0.00458915,0.00458915
168,3518.59,0.76439,1.29522,0.46455,0.86883,0.86241,0.88581,0.92448,0.70921,0.85531,0.87682,0.91421,0.60633,0.73055,1.16763,0.40549,0.87607,0.00458668,0.00458668,0.00458668
169,3538.99,0.76766,1.30526,0.46541,0.86758,0.87972,0.87424,0.92628,0.70695,0.86916,0.86355,0.91301,0.60135,0.73356,1.17406,0.41386,0.88099,0.0045842,0.0045842,0.0045842
170,3559.3,0.77943,1.33261,0.4782,0.87001,0.85035,0.88764,0.92309,0.70863,0.86755,0.85844,0.90992,0.59834,0.72664,1.17298,0.40963,0.87838,0.00458173,0.00458173,0.00458173
171,3579.71,0.76623,1.30075,0.46548,0.8692,0.86217,0.8815,0.92439,0.71257,0.8538,0.86898,0.91263,0.60769,0.72345,1.16617,0.40263,0.87597,0.00457925,0.00457925,0.00457925
172,3600.68,0.77445,1.32019,0.46987,0.86626,0.86956,0.88515,0.92793,0.70918,0.8613,0.87231,0.91684,0.61161,0.73017,1.17537,0.40256,0.87769,0.00457677,0.00457677,0.00457677
173,3621.19,0.77433,1.32038,0.47278,0.86769,0.8728,0.88099,0.9283,0.71452,0.86564,0.86879,0.91487,0.60502,0.72389,1.17735,0.41,0.87736,0.0045743,0.0045743,0.0045743
174,3642.38,0.76871,1.32195,0.47116,0.86709,0.8738,0.88403,0.92557,0.71107,0.86749,0.86896,0.91221,0.60529,0.7291,1.17094,0.40574,0.88015,0.00457182,0.00457182,0.00457182
175,3662.81,0.77559,1.3367,0.4688,0.87268,0.88422,0.87329,0.92541,0.71108,0.88026,0.85573,0.9128,0.6023,0.72773,1.17383,0.40638,0.87913,0.00456935,0.00456935,0.00456935
176,3683.14,0.7674,1.30984,0.46988,0.86647,0.87366,0.88605,0.929,0.71084,0.86925,0.8631,0.91189,0.60075,0.73345,1.17382,0.40701,0.88005,0.00456687,0.00456687,0.00456687
177,3704.04,0.76469,1.29534,0.4689,0.86768,0.86909,0.88348,0.92742,0.71381,0.86924,0.86129,0.91208,0.60426,0.72333,1.16164,0.40355,0.87627,0.0045644,0.0045644,0.0045644
178,3725.74,0.75939,1.28158,0.45945,0.86558,0.86451,0.88532,0.92379,0.70811,0.8589,0.86621,0.90787,0.60389,0.73226,1.18422,0.40838,0.87782,0.00456193,0.00456193,0.00456193
179,3746.45,0.75895,1.28912,0.46265,0.86389,0.8693,0.88811,0.92538,0.71296,0.85919,0.87767,0.91385,0.60635,0.71808,1.16588,0.40293,0.87552,0.00455945,0.00455945,0.00455945
180,3766.39,0.76039,1.28444,0.46015,0.86725,0.87473,0.87871,0.92697,0.71144,0.86418,0.85975,0.90941,0.60385,0.72118,1.16962,0.40031,0.87889,0.00455697,0.00455697,0.00455697
181,3786.36,0.76387,1.29174,0.45986,0.86582,0.87436,0.88266,0.93072,0.7168,0.86969,0.86428,0.91512,0.60373,0.71741,1.15365,0.40187,0.87694,0.0045545,0.0045545,0.0045545
182,3806.6,0.75152,1.28213,0.46263,0.86866,0.86883,0.88666,0.92583,0.70873,0.86718,0.86731,0.91261,0.60418,0.72667,1.18218,0.40494,0.87715,0.00455203,0.00455203,0.00455203
183,3826.49,0.7724,1.3245,0.47002,0.86624,0.87125,0.87828,0.92522,0.70758,0.87116,0.86383,0.91485,0.60972,0.73441,1.17823,0.40149,0.87914,0.00454955,0.00454955,0.00454955
184,3846.83,0.77585,1.3222,0.46953,0.87016,0.87245,0.88398,0.92945,0.71735,0.86306,0.86736,0.91476,0.60703,0.7212,1.16667,0.40105,0.8778,0.00454708,0.00454708,0.00454708
185,3867.48,0.75829,1.29021,0.46122,0.86452,0.88246,0.87286,0.92556,0.71253,0.87137,0.85632,0.90649,0.59939,0.72173,1.17972,0.40668,0.87693,0.0045446,0.0045446,0.0045446
186,3887.39,0.76299,1.3065,0.46697,0.87286,0.86938,0.88103,0.92394,0.71087,0.85902,0.86931,0.90974,0.60666,0.72049,1.1752,0.40233,0.878,0.00454213,0.00454213,0.00454213
187,3908.49,0.76749,1.30206,0.46287,0.865,0.87341,0.88248,0.92921,0.71608,0.86074,0.86976,0.91279,0.60943,0.71658,1.16752,0.39638,0.87731,0.00453965,0.00453965,0.00453965
188,3929.2,0.76372,1.3103,0.45975,0.86818,0.87552,0.88854,0.93137,0.71822,0.86307,0.87044,0.91551,0.60459,0.7162,1.16197,0.3948,0.87722,0.00453718,0.00453718,0.00453718
189,3949.98,0.77881,1.33823,0.4702,0.86681,0.88221,0.87958,0.92846,0.71199,0.87013,0.86221,0.90892,0.59826,0.72843,1.17742,0.40142,0.87712,0.0045347,0.0045347,0.0045347
190,3970.21,0.77808,1.3265,0.46801,0.86789,0.87424,0.88553,0.92419,0.71191,0.8678,0.8778,0.91607,0.61052,0.72126,1.17282,0.40046,0.87724,0.00453222,0.00453222,0.00453222
191,3991.14,0.75882,1.28491,0.46001,0.86441,0.86702,0.89205,0.92563,0.71686,0.85983,0.88112,0.91492,0.60802,0.71917,1.15878,0.39769,0.87492,0.00452975,0.00452975,0.00452975
192,4012.09,0.767,1.29742,0.45828,0.86731,0.87176,0.88559,0.92723,0.71749,0.85598,0.87682,0.91308,0.60951,0.71819,1.15505,0.39608,0.875,0.00452727,0.00452727,0.00452727
193,4033.29,0.75333,1.29745,0.46328,0.86672,0.87016,0.88434,0.92737,0.717,0.86377,0.86831,0.91233,0.6072,0.71791,1.16308,0.40266,0.87523,0.0045248,0.0045248,0.0045248
194,4054.4,0.76037,1.29236,0.4641,0.86966,0.87783,0.88107,0.92624,0.71216,0.87255,0.86457,0.91068,0.60843,0.72274,1.17007,0.39443,0.87557,0.00452232,0.00452232,0.00452232
195,4075.9,0.76137,1.29473,0.46242,0.86701,0.87167,0.88283,0.92661,0.71388,0.86543,0.86906,0.91332,0.60581,0.7172,1.1671,0.39643,0.87507,0.00451985,0.00451985,0.00451985
196,4096.85,0.75873,1.28856,0.46209,0.86654,0.87173,0.88616,0.92058,0.7066,0.86318,0.86455,0.90721,0.60018,0.73101,1.17633,0.4046,0.87852,0.00451737,0.00451737,0.00451737
197,4117.54,0.74938,1.26624,0.45324,0.8665,0.86321,0.8898,0.9282,0.70927,0.86072,0.87327,0.91577,0.60768,0.74143,1.17265,0.40464,0.87843,0.0045149,0.0045149,0.0045149
198,4138.73,0.75714,1.29568,0.46021,0.86605,0.86241,0.88904,0.92961,0.71612,0.8548,0.87536,0.91602,0.61266,0.72162,1.14387,0.39893,0.87553,0.00451242,0.00451242,0.00451242
199,4159.99,0.74919,1.27562,0.45725,0.86327,0.86003,0.88623,0.92493,0.71486,0.86303,0.86479,0.91291,0.61411,0.72056,1.16271,0.39964,0.87472,0.00450995,0.00450995,0.00450995
200,4180.38,0.75296,1.2744,0.45409,0.86739,0.86668,0.88756,0.92733,0.71605,0.85922,0.87695,0.91513,0.60709,0.71585,1.15423,0.39326,0.87573,0.00450747,0.00450747,0.00450747
201,4201.68,0.76701,1.29989,0.46102,0.8648,0.87578,0.88798,0.92808,0.71839,0.86569,0.87498,0.91309,0.60672,0.71191,1.15718,0.40361,0.87394,0.004505,0.004505,0.004505
202,4222.64,0.75412,1.28168,0.45347,0.86525,0.87997,0.88417,0.92956,0.71726,0.87439,0.87119,0.91707,0.60505,0.72213,1.17583,0.39888,0.88029,0.00450253,0.00450253,0.00450253
203,4243.14,0.75982,1.29172,0.46217,0.86291,0.88595,0.87785,0.92936,0.71657,0.8741,0.86302,0.91578,0.6019,0.71691,1.17477,0.39975,0.87882,0.00450005,0.00450005,0.00450005
204,4263.59,0.75196,1.26829,0.45527,0.86388,0.89073,0.87552,0.93107,0.71565,0.88541,0.85237,0.9123,0.6007,0.71874,1.1816,0.39522,0.87782,0.00449758,0.00449758,0.00449758
205,4284.38,0.75973,1.30917,0.45816,0.86726,0.88493,0.87997,0.93101,0.71789,0.87826,0.86108,0.91488,0.60672,0.71111,1.14931,0.39603,0.87301,0.0044951,0.0044951,0.0044951
206,4305.07,0.75676,1.28161,0.45448,0.86459,0.8747,0.88872,0.93149,0.71716,0.87103,0.87298,0.91943,0.60726,0.72107,1.15272,0.39292,0.87814,0.00449263,0.00449263,0.00449263
207,4325.13,0.76126,1.2979,0.46117,0.86691,0.87623,0.88279,0.92755,0.71729,0.86749,0.87071,0.91427,0.60808,0.71703,1.16103,0.39531,0.87499,0.00449015,0.00449015,0.00449015
208,4346.41,0.75293,1.29416,0.45525,0.86657,0.88339,0.88111,0.92966,0.71841,0.87321,0.86643,0.91406,0.60625,0.71479,1.16072,0.39016,0.87355,0.00448767,0.00448767,0.00448767
209,4367.5,0.74695,1.27136,0.45385,0.86495,0.88915,0.8748,0.92965,0.71828,0.8895,0.85573,0.91718,0.60849,0.72286,1.15584,0.38971,0.87402,0.0044852,0.0044852,0.0044852
210,4388.7,0.76475,1.29554,0.45845,0.86689,0.87524,0.88463,0.92861,0.71668,0.86583,0.87417,0.91714,0.60755,0.72304,1.15359,0.39618,0.87571,0.00448272,0.00448272,0.00448272
211,4410.31,0.77135,1.31677,0.46186,0.86585,0.87327,0.88902,0.92823,0.71194,0.87111,0.87203,0.91713,0.60378,0.73113,1.16914,0.39583,0.87865,0.00448025,0.00448025,0.00448025
212,4432.38,0.75616,1.28483,0.45631,0.86322,0.87323,0.88615,0.92562,0.71619,0.86495,0.87441,0.9118,0.60861,0.70781,1.15875,0.38991,0.87375,0.00447777,0.00447777,0.00447777
213,4453.16,0.76106,1.30726,0.45951,0.86963,0.86899,0.89079,0.92579,0.71357,0.85831,0.87609,0.91031,0.60723,0.70952,1.15979,0.39179,0.87369,0.0044753,0.0044753,0.0044753
214,4474.13,0.74792,1.26032,0.44888,0.86401,0.86844,0.88967,0.92917,0.7173,0.86649,0.86502,0.91478,0.60791,0.71035,1.15037,0.39025,0.87343,0.00447282,0.00447282,0.00447282
215,4494.75,0.74552,1.2584,0.46058,0.86389,0.88587,0.87994,0.93124,0.71761,0.88458,0.86049,0.91794,0.60764,0.71995,1.15143,0.39615,0.87541,0.00447035,0.00447035,0.00447035
216,4516.07,0.75619,1.2931,0.451,0.86574,0.88035,0.88997,0.93106,0.71918,0.8775,0.87435,0.91892,0.6134,0.71737,1.15251,0.39098,0.87568,0.00446788,0.00446788,0.00446788
217,4537.49,0.7578,1.28836,0.45161,0.86687,0.86635,0.89339,0.92871,0.71644,0.85631,0.87688,0.91192,0.60455,0.71842,1.19039,0.39389,0.87544,0.0044654,0.0044654,0.0044654
218,4558.36,0.73831,1.24578,0.44997,0.86383,0.87969,0.87884,0.92586,0.71367,0.86915,0.8675,0.9135,0.60527,0.72616,1.18242,0.40187,0.87742,0.00446292,0.00446292,0.00446292
219,4579.02,0.75732,1.30527,0.4568,0.86597,0.88187,0.88209,0.9309,0.71888,0.87569,0.86786,0.9181,0.6009,0.72016,1.16308,0.4002,0.87818,0.00446045,0.00446045,0.00446045
220,4600.13,0.74353,1.27173,0.45248,0.86721,0.88711,0.88344,0.93218,0.72184,0.88204,0.86961,0.91942,0.60303,0.71471,1.16055,0.39512,0.87665,0.00445797,0.00445797,0.00445797
221,4621.73,0.75013,1.27705,0.45041,0.86108,0.87715,0.8859,0.93223,0.72229,0.87869,0.86063,0.91808,0.60616,0.70991,1.14928,0.38636,0.87371,0.0044555,0.0044555,0.0044555
222,4642.63,0.75312,1.28312,0.45112,0.86377,0.87534,0.89356,0.92972,0.71885,0.86967,0.8781,0.91895,0.60938,0.71262,1.16444,0.39336,0.87554,0.00445303,0.00445303,0.00445303
223,4663.25,0.74538,1.27762,0.45562,0.86463,0.87165,0.8837,0.9266,0.71373,0.86396,0.86899,0.91477,0.60633,0.73168,1.18396,0.3959,0.88222,0.00445055,0.00445055,0.00445055
224,4684.34,0.75059,1.26595,0.44853,0.86657,0.87109,0.89178,0.93021,0.72007,0.86184,0.87393,0.91578,0.60617,0.71013,1.15873,0.39237,0.87501,0.00444808,0.00444808,0.00444808
225,4705.17,0.74026,1.25891,0.45001,0.86532,0.87886,0.88321,0.93033,0.7178,0.87676,0.86117,0.91789,0.61171,0.71215,1.15027,0.3983,0.87506,0.0044456,0.0044456,0.0044456
226,4725.44,0.74775,1.27096,0.45218,0.86638,0.87284,0.88093,0.92743,0.7168,0.87377,0.86486,0.91568,0.60877,0.71483,1.16026,0.39649,0.87626,0.00444313,0.00444313,0.00444313
227,4746.03,0.74742,1.26896,0.45565,0.86195,0.8802,0.88761,0.92938,0.71502,0.87956,0.86947,0.9157,0.60761,0.72563,1.16987,0.39452,0.87445,0.00444065,0.00444065,0.00444065
228,4766.58,0.74939,1.27231,0.44533,0.86455,0.87222,0.8877,0.92993,0.71668,0.86261,0.87803,0.91876,0.61541,0.72879,1.15652,0.38858,0.87532,0.00443817,0.00443817,0.00443817
229,4787.41,0.73978,1.2546,0.44838,0.86227,0.89023,0.87263,0.93072,0.71813,0.88113,0.86214,0.91857,0.61345,0.71913,1.15433,0.38738,0.87512,0.0044357,0.0044357,0.0044357
230,4808.08,0.76091,1.30188,0.45797,0.86265,0.87431,0.8858,0.92938,0.7191,0.86653,0.8678,0.914,0.60977,0.71867,1.16742,0.3953,0.87463,0.00443322,0.00443322,0.00443322
231,4829.02,0.77198,1.32075,0.46209,0.8664,0.87562,0.88861,0.92828,0.72079,0.86838,0.87211,0.91486,0.60753,0.7083,1.15595,0.39094,0.87327,0.00443075,0.00443075,0.00443075
232,4849.59,0.74822,1.27473,0.44607,0.86475,0.87641,0.88643,0.92994,0.71735,0.86741,0.87484,0.91722,0.60463,0.71895,1.15935,0.39078,0.87688,0.00442827,0.00442827,0.00442827
233,4870.52,0.75138,1.27001,0.44999,0.86311,0.87808,0.87987,0.92623,0.71635,0.87111,0.86154,0.91107,0.60422,0.71657,1.17119,0.39195,0.87696,0.0044258,0.0044258,0.0044258
234,4891.84,0.74577,1.264,0.45111,0.86392,0.87044,0.87945,0.92803,0.71607,0.87923,0.8472,0.91088,0.60638,0.72413,1.16581,0.39488,0.87537,0.00442332,0.00442332,0.00442332
235,4912.39,0.75429,1.2714,0.4456,0.86342,0.87411,0.88412,0.93145,0.71583,0.87443,0.8618,0.91768,0.60825,0.73022,1.16934,0.39502,0.87596,0.00442085,0.00442085,0.00442085
236,4932.93,0.74861,1.27465,0.449,0.86489,0.87057,0.88355,0.92574,0.71697,0.86999,0.86213,0.91091,0.60517,0.71789,1.16949,0.39156,0.87471,0.00441838,0.00441838,0.00441838
237,4953.84,0.74719,1.25985,0.45601,0.86018,0.87868,0.87953,0.92923,0.71921,0.86911,0.8656,0.91436,0.60524,0.71211,1.14615,0.39378,0.87516,0.0044159,0.0044159,0.0044159
238,4974.11,0.75557,1.29175,0.44913,0.86341,0.87761,0.88322,0.9289,0.71582,0.87268,0.8647,0.91493,0.59988,0.72046,1.15882,0.39098,0.88044,0.00441342,0.00441342,0.00441342
239,4994.89,0.75568,1.27965,0.44893,0.86567,0.88449,0.8803,0.9317,0.72045,0.87486,0.8718,0.92022,0.60443,0.71146,1.15442,0.39149,0.87532,0.00441095,0.00441095,0.00441095
240,5014.86,0.7384,1.24391,0.4455,0.86514,0.88124,0.88873,0.93323,0.72173,0.87202,0.87286,0.91829,0.60666,0.71266,1.14834,0.38688,0.87452,0.00440848,0.00440848,0.00440848
241,5036.09,0.76014,1.29325,0.45095,0.86471,0.89553,0.86956,0.93028,0.71626,0.88508,0.85674,0.91367,0.60775,0.72555,1.17477,0.39118,0.87792,0.004406,0.004406,0.004406
242,5056.69,0.74978,1.27759,0.44989,0.86366,0.88577,0.88176,0.92998,0.71975,0.87841,0.86509,0.91608,0.60872,0.71399,1.16608,0.38966,0.87477,0.00440353,0.00440353,0.00440353
243,5077.16,0.74202,1.25096,0.45154,0.86103,0.88524,0.88107,0.93069,0.7194,0.87577,0.86946,0.91711,0.60762,0.71621,1.16102,0.38521,0.87746,0.00440105,0.00440105,0.00440105
244,5098.1,0.74686,1.26258,0.45233,0.8643,0.88582,0.88417,0.93241,0.72105,0.87738,0.87003,0.91783,0.61038,0.71635,1.15922,0.38533,0.87697,0.00439858,0.00439858,0.00439858
245,5118.73,0.74863,1.2694,0.44455,0.86079,0.88222,0.88068,0.93117,0.72033,0.87384,0.86719,0.91887,0.60659,0.71773,1.15833,0.38848,0.8767,0.0043961,0.0043961,0.0043961
246,5139.93,0.7488,1.27784,0.44713,0.86084,0.88834,0.87645,0.92993,0.71998,0.87458,0.86496,0.9159,0.60619,0.7079,1.14829,0.39039,0.87318,0.00439362,0.00439362,0.00439362
247,5160.52,0.73685,1.24361,0.44196,0.86218,0.88194,0.89042,0.93381,0.72007,0.87466,0.8711,0.92025,0.61483,0.71665,1.14626,0.38797,0.87482,0.00439115,0.00439115,0.00439115
248,5181.82,0.75004,1.28932,0.44911,0.86232,0.88518,0.88692,0.93219,0.71917,0.87547,0.87579,0.91775,0.61356,0.71949,1.15127,0.38433,0.87539,0.00438868,0.00438868,0.00438868
249,5202.94,0.74175,1.25422,0.44776,0.86124,0.88301,0.87961,0.92795,0.71692,0.87399,0.86711,0.91416,0.61119,0.72077,1.16289,0.38794,0.87849,0.0043862,0.0043862,0.0043862
250,5223.49,0.75541,1.28848,0.44781,0.86114,0.87103,0.89121,0.92731,0.71414,0.8639,0.8793,0.91517,0.61177,0.72875,1.18252,0.3893,0.87738,0.00438372,0.00438372,0.00438372
251,5244.27,0.74324,1.26424,0.44649,0.86438,0.86967,0.88709,0.92723,0.7143,0.87726,0.86462,0.91651,0.61477,0.73624,1.16894,0.38893,0.87562,0.00438125,0.00438125,0.00438125
252,5264.93,0.74214,1.26562,0.44673,0.86478,0.87524,0.89277,0.93032,0.71728,0.86994,0.87758,0.91672,0.60873,0.71677,1.16086,0.38835,0.87465,0.00437878,0.00437878,0.00437878
253,5286.04,0.74385,1.25782,0.4477,0.86043,0.87338,0.89417,0.93198,0.71872,0.87541,0.87772,0.92058,0.61161,0.71746,1.16208,0.38788,0.87514,0.0043763,0.0043763,0.0043763
254,5306.24,0.73569,1.25692,0.44357,0.86529,0.88383,0.88935,0.93315,0.72198,0.88054,0.86388,0.91921,0.61101,0.70908,1.15699,0.38319,0.87355,0.00437382,0.00437382,0.00437382
255,5326.09,0.7278,1.21722,0.43771,0.86385,0.88153,0.88925,0.93374,0.72385,0.86995,0.8742,0.91818,0.614,0.70979,1.15215,0.38235,0.87332,0.00437135,0.00437135,0.00437135
256,5346.84,0.74613,1.26988,0.44519,0.86363,0.86737,0.89001,0.92677,0.71599,0.86414,0.87343,0.9137,0.60333,0.71787,1.16773,0.38711,0.87413,0.00436888,0.00436888,0.00436888
257,5368.07,0.75111,1.28524,0.44681,0.86211,0.88227,0.88117,0.92911,0.72027,0.87817,0.86683,0.91554,0.60472,0.71542,1.15961,0.38816,0.8747,0.0043664,0.0043664,0.0043664
258,5389.2,0.74073,1.25483,0.44538,0.86007,0.88324,0.88722,0.93358,0.72035,0.87351,0.87137,0.91715,0.61105,0.72394,1.16053,0.38749,0.87396,0.00436392,0.00436392,0.00436392
